id	x	y	z
0	320.5517272949219	960.7044067382812	24.180578231811523
1	323.2685852050781	828.7882690429688	27.368825912475586
2	319.71441650390625	865.4110107421875	31.902660369873047
3	321.5400695800781	978.3475952148438	32.93242645263672
4	324.1812744140625	891.4622802734375	37.89982986450195
5	161.730224609375	1069.7359619140625	52.73178482055664
6	334.8582458496094	895.8712768554688	14.955121040344238
7	168.61293029785156	1000.3108520507812	25.44908332824707
8	331.55462646484375	1122.5306396484375	35.1602897644043
9	333.0195617675781	958.9779052734375	36.95317840576172
10	169.07077026367188	1095.0494384765625	38.906280517578125
11	330.23577880859375	883.6403198242188	41.2818489074707
12	174.20648193359375	1036.664306640625	41.778987884521484
13	341.53515625	967.8881225585938	28.06739616394043
14	181.13949584960938	1019.64697265625	38.90620422363281
15	176.5679931640625	1140.025146484375	39.53254699707031
16	336.7445983886719	1102.310791015625	40.9271240234375
17	342.2947998046875	969.7782592773438	46.12430953979492
18	181.65382385253906	1135.66552734375	48.442073822021484
19	343.95452880859375	982.9088134765625	18.567825317382812
20	348.3507080078125	948.615478515625	20.416385650634766
21	350.8292236328125	844.2092895507812	20.639982223510742
22	344.38653564453125	921.9974365234375	23.05194854736328
23	185.2457733154297	1087.721923828125	26.65081787109375
24	188.999755859375	995.3546752929688	30.93947410583496
25	183.59408569335938	1163.99365234375	33.868534088134766
26	346.9966125488281	1076.6455078125	35.73164749145508
27	191.1839599609375	959.2006225585938	40.97490692138672
28	188.8135986328125	1040.2542724609375	42.778324127197266
29	348.5666809082031	950.8898315429688	44.89031219482422
30	186.05804443359375	974.7500610351562	49.84122848510742
31	197.46475219726562	973.906494140625	22.180635452270508
32	357.66552734375	898.5088500976562	27.125789642333984
33	194.2740478515625	1132.8648681640625	29.692731857299805
34	356.9283447265625	899.5399169921875	38.09013748168945
35	355.2257080078125	1096.946533203125	38.39215087890625
36	192.70095825195312	976.0531616210938	40.09690475463867
37	194.51577758789062	1090.137451171875	46.218624114990234
38	194.39927673339844	1095.53662109375	53.396549224853516
39	193.74559020996094	1178.177490234375	52.82209777832031
40	366.78863525390625	821.2474365234375	28.51885223388672
41	204.3975372314453	994.6979370117188	37.19348907470703
42	203.4722442626953	1008.6362915039062	37.634403228759766
43	363.5	987.5	40.0
44	200.32992553710938	962.1598510742188	45.246063232421875
45	206.4658660888672	1018.3695678710938	52.241878509521484
46	369.2308654785156	937.9022216796875	16.173002243041992
47	212.7924346923828	935.1414794921875	20.554218292236328
48	372.75384521484375	1052.3125	28.157588958740234
49	370.0534362792969	929.8265380859375	42.14580535888672
50	211.5	1123.5	43.0
51	212.5745391845703	1170.098388671875	47.47794723510742
52	211.32826232910156	1004.7030029296875	50.301185607910156
53	382.56243896484375	876.56396484375	20.550806045532227
54	223.62881469726562	941.2081909179688	25.752017974853516
55	378.5120849609375	1065.248291015625	29.036203384399414
56	222.96563720703125	1023.2861328125	32.744449615478516
57	383.13873291015625	944.0359497070312	33.47005081176758
58	222.2705535888672	961.4283447265625	36.85123825073242
59	219.43936157226562	1097.2757568359375	37.69981002807617
60	383.4383544921875	872.2422485351562	38.696556091308594
61	378.4590759277344	978.2073974609375	40.229312896728516
62	390.8132629394531	825.7839965820312	24.623592376708984
63	388.89337158203125	862.2003784179688	31.081819534301758
64	388.1201477050781	884.1220092773438	33.97893142700195
65	225.742919921875	1100.7579345703125	34.0875244140625
66	390.54638671875	919.24462890625	36.29616928100586
67	229.97975158691406	931.7120971679688	35.71368408203125
68	384.44287109375	1068.5211181640625	36.19132614135742
69	224.28173828125	1191.5263671875	36.88669967651367
70	231.32020568847656	1021.5064086914062	43.21622848510742
